TransactionID,CustomerID,TransactionDate,TransactionType,Amount,ProductCategory,ProductSubcategory,BranchCity,BranchLat,BranchLong,Channel,Currency,CreditCardFees,InsuranceFees,LatePaymentAmount,CustomerScore,MonthlyIncome,CustomerSegment,RecommendedOffer,Amount_EUR,CreditCardFees_EUR,InsuranceFees_EUR,LatePaymentAmount_EUR,MonthlyIncome_EUR
13447,5925,2024-10-27,Fee,6826.207797045924,Checking Account,Platinum,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,0.0,0.0,424,7951.15,High Income Segment,Premium Investment Services,6826.21,0.0,0.0,0.0,7951.15
13448,8250,2023-05-16,Fee,2445.535463159894,Loan,Student,Murcia,37.9847,-1.1287,ATM,EUR,0.0,85.54,0.0,405,5845.45,Middle Income Segment,Personal Loan Cashback Offer,2445.54,0.0,85.54,0.0,5845.45
13449,6783,2024-04-16,Transfer,11313.03513282724,Loan,Business,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,10.76,0.0,823,7772.53,High Income Segment,Premium Investment Services,11313.04,0.0,10.76,0.0,7772.53
13450,7723,2024-06-16,Fee,10000.29811831646,Loan,Platinum,Barcelona,41.3874,2.1686,Branch,EUR,0.0,74.74,0.0,570,3355.75,Middle Income Segment,Personal Loan Cashback Offer,10000.3,0.0,74.74,0.0,3355.75
13451,1184,2023-02-07,Fee,10943.59736794676,Loan,Business,Murcia,37.9847,-1.1287,Branch,EUR,0.0,53.87,0.0,647,5364.56,Middle Income Segment,Personal Loan Cashback Offer,10943.6,0.0,53.87,0.0,5364.56
13452,1521,2023-03-06,Deposit,2898.920553722869,Loan,Standard,Barcelona,41.3874,2.1686,Online,EUR,0.0,54.01,0.0,548,6350.08,Middle Income Segment,Personal Loan Cashback Offer,2898.92,0.0,54.01,0.0,6350.08
13453,2248,2025-04-04,Fee,8594.379088695765,Credit Card,Platinum,Valencia,39.4699,-0.3763,Online,USD,24.12,0.0,0.0,440,7463.59,High Income Segment,Exclusive Platinum Package,7408.95,20.79,0.0,0.0,6434.13
13454,2002,2025-03-19,Card Payment,2932.841557595346,Savings Account,Student,Seville,37.3891,-5.9845,Branch,EUR,0.0,0.0,0.0,575,3772.86,Middle Income Segment,Mid-tier Savings Booster,2932.84,0.0,0.0,0.0,3772.86
13455,7266,2023-11-30,Transfer,423.6062881178477,Savings Account,Platinum,Barcelona,41.3874,2.1686,Online,EUR,0.0,0.0,0.0,348,7733.18,High Income Segment,Premium Investment Services,423.61,0.0,0.0,0.0,7733.18
13456,7444,2023-01-03,Transfer,7260.707047038955,Checking Account,Student,Bilbao,43.263,-2.935,ATM,EUR,0.0,0.0,0.0,366,1479.05,Low Income Segment,Financial Literacy Program Access,7260.71,0.0,0.0,0.0,1479.05
13457,8017,2023-10-16,Card Payment,2426.749439826421,Loan,Standard,Bilbao,43.263,-2.935,Online,USD,0.0,45.03,0.0,662,8087.91,High Income Segment,Premium Investment Services,2092.03,0.0,38.82,0.0,6972.34
13458,9585,2024-07-05,Card Payment,3192.826979617148,Mortgage,Standard,Murcia,37.9847,-1.1287,ATM,EUR,0.0,0.0,0.0,433,2946.13,Low Income Segment,Financial Literacy Program Access,3192.83,0.0,0.0,0.0,2946.13
13459,2617,2024-04-03,Card Payment,3513.22766345414,Savings Account,Gold,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,0.0,0.0,614,1759.55,Low Income Segment,No-Fee Basic Account,3513.23,0.0,0.0,0.0,1759.55
13460,1660,2023-01-01,Loan Payment,8693.813747551127,Mortgage,Gold,Seville,37.3891,-5.9845,Branch,USD,0.0,0.0,63.72,507,4666.79,Middle Income Segment,Mid-tier Savings Booster,7494.67,0.0,0.0,54.93,4023.09
13461,6524,2024-11-22,Withdrawal,7042.194161480722,Checking Account,Standard,Valencia,39.4699,-0.3763,ATM,EUR,0.0,0.0,0.0,637,5456.89,Middle Income Segment,Mid-tier Savings Booster,7042.19,0.0,0.0,0.0,5456.89
13462,8616,2024-01-30,Loan Payment,4583.912274766207,Mortgage,Standard,Barcelona,41.3874,2.1686,Branch,EUR,0.0,0.0,47.24,472,7187.81,High Income Segment,Exclusive Platinum Package,4583.91,0.0,0.0,47.24,7187.81
13463,6250,2025-05-13,Deposit,529.9322378536976,Loan,Gold,Murcia,37.9847,-1.1287,ATM,EUR,0.0,34.73,0.0,582,8022.36,High Income Segment,Premium Investment Services,529.93,0.0,34.73,0.0,8022.36
13464,8512,2025-03-10,Deposit,12354.37432974181,Loan,Gold,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,42.13,0.0,305,3696.65,Middle Income Segment,Personal Loan Cashback Offer,12354.37,0.0,42.13,0.0,3696.65
13465,7905,2023-09-07,Transfer,3065.759407445474,Credit Card,Gold,Zaragoza,41.6488,-0.8891,Online,USD,5.45,0.0,0.0,433,7225.48,High Income Segment,Exclusive Platinum Package,2642.9,4.7,0.0,0.0,6228.86
13466,1319,2023-08-13,Withdrawal,2020.956436135358,Loan,Platinum,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,11.69,0.0,519,7960.35,High Income Segment,Premium Investment Services,2020.96,0.0,11.69,0.0,7960.35
13467,9775,2023-11-26,Loan Payment,4910.234553298772,Savings Account,Standard,Seville,37.3891,-5.9845,ATM,EUR,0.0,0.0,162.24,444,2834.93,Low Income Segment,No-Fee Basic Account,4910.23,0.0,0.0,162.24,2834.93
13468,4600,2025-04-04,Withdrawal,6994.546801367417,Loan,Business,Seville,37.3891,-5.9845,ATM,EUR,0.0,29.2,0.0,691,5494.28,Middle Income Segment,Personal Loan Cashback Offer,6994.55,0.0,29.2,0.0,5494.28
13469,6960,2024-12-28,Transfer,1858.847830291453,Loan,Student,Bilbao,43.263,-2.935,Branch,EUR,0.0,93.75,0.0,343,3769.18,Middle Income Segment,Personal Loan Cashback Offer,1858.85,0.0,93.75,0.0,3769.18
13470,6279,2024-05-14,Fee,12456.11524550119,Mortgage,Student,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,0.0,0.0,641,9385.17,High Income Segment,Exclusive Platinum Package,12456.12,0.0,0.0,0.0,9385.17
13471,9773,2023-03-16,Transfer,7372.716150177862,Checking Account,Student,Zaragoza,41.6488,-0.8891,Online,EUR,0.0,0.0,0.0,803,6433.24,Middle Income Segment,Mid-tier Savings Booster,7372.72,0.0,0.0,0.0,6433.24
13472,2767,2025-01-27,Transfer,10943.80844686062,Loan,Student,Murcia,37.9847,-1.1287,Branch,EUR,0.0,31.13,0.0,567,9454.0,High Income Segment,Premium Investment Services,10943.81,0.0,31.13,0.0,9454.0
13473,2798,2023-01-12,Withdrawal,994.7245723558631,Savings Account,Gold,Seville,37.3891,-5.9845,Branch,USD,0.0,0.0,0.0,668,6908.8,Middle Income Segment,Mid-tier Savings Booster,857.52,0.0,0.0,0.0,5955.86
13474,9949,2024-07-01,Deposit,418.2406186894506,Checking Account,Gold,Bilbao,43.263,-2.935,ATM,EUR,0.0,0.0,0.0,728,4116.46,Middle Income Segment,Mid-tier Savings Booster,418.24,0.0,0.0,0.0,4116.46
13475,1282,2023-08-10,Fee,4618.009310226103,Loan,Standard,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,5.43,0.0,803,7357.54,High Income Segment,Premium Investment Services,4618.01,0.0,5.43,0.0,7357.54
13476,7337,2024-10-27,Fee,2772.077142498607,Checking Account,Gold,Murcia,37.9847,-1.1287,ATM,EUR,0.0,0.0,0.0,595,1284.84,Low Income Segment,Financial Literacy Program Access,2772.08,0.0,0.0,0.0,1284.84
13477,6166,2023-03-16,Deposit,2027.712578324745,Savings Account,Student,Murcia,37.9847,-1.1287,Branch,EUR,0.0,0.0,0.0,397,1572.17,Low Income Segment,No-Fee Basic Account,2027.71,0.0,0.0,0.0,1572.17
13478,8121,2023-05-25,Withdrawal,11907.73899817715,Mortgage,Platinum,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,0.0,0.0,624,7273.61,High Income Segment,Exclusive Platinum Package,11907.74,0.0,0.0,0.0,7273.61
13479,8409,2025-02-06,Withdrawal,158.4903310179789,Mortgage,Platinum,Murcia,37.9847,-1.1287,Online,EUR,0.0,0.0,0.0,683,1210.07,Low Income Segment,Financial Literacy Program Access,158.49,0.0,0.0,0.0,1210.07
13480,6489,2024-05-01,Deposit,6603.730137042378,Credit Card,Business,Seville,37.3891,-5.9845,ATM,EUR,27.34,0.0,0.0,619,1415.83,Low Income Segment,Financial Literacy Program Access,6603.73,27.34,0.0,0.0,1415.83
13481,5896,2024-09-14,Loan Payment,4914.085338170269,Savings Account,Standard,Malaga,36.7213,-4.4214,Branch,EUR,0.0,0.0,67.62,828,6024.23,Middle Income Segment,Mid-tier Savings Booster,4914.09,0.0,0.0,67.62,6024.23
13482,1130,2025-04-07,Withdrawal,4963.508242993605,Loan,Platinum,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,85.21,0.0,605,9494.94,High Income Segment,Premium Investment Services,4963.51,0.0,85.21,0.0,9494.94
13483,2293,2024-12-03,Deposit,6029.059432968503,Loan,Platinum,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,40.01,0.0,841,7755.49,High Income Segment,Premium Investment Services,6029.06,0.0,40.01,0.0,7755.49
13484,7059,2023-01-26,Loan Payment,6146.044030074055,Credit Card,Platinum,Malaga,36.7213,-4.4214,Mobile,EUR,37.85,0.0,105.0,446,3279.83,Middle Income Segment,Gold Card with Travel Benefits,6146.04,37.85,0.0,105.0,3279.83
13485,7957,2023-06-26,Transfer,1428.072548108468,Savings Account,Student,Seville,37.3891,-5.9845,Mobile,EUR,0.0,0.0,0.0,359,2343.52,Low Income Segment,No-Fee Basic Account,1428.07,0.0,0.0,0.0,2343.52
13486,1060,2023-03-06,Fee,5605.126101861814,Checking Account,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,0.0,571,8810.94,High Income Segment,Premium Investment Services,5605.13,0.0,0.0,0.0,8810.94
13487,3211,2025-04-15,Deposit,1589.166190830575,Checking Account,Business,Bilbao,43.263,-2.935,Mobile,EUR,0.0,0.0,0.0,575,1151.48,Low Income Segment,Financial Literacy Program Access,1589.17,0.0,0.0,0.0,1151.48
13488,7276,2024-01-10,Withdrawal,979.3263125710913,Mortgage,Gold,Murcia,37.9847,-1.1287,ATM,EUR,0.0,0.0,0.0,383,9466.38,High Income Segment,Exclusive Platinum Package,979.33,0.0,0.0,0.0,9466.38
13489,6363,2024-06-13,Fee,6250.238959949995,Checking Account,Gold,Bilbao,43.263,-2.935,Mobile,EUR,0.0,0.0,0.0,462,5622.47,Middle Income Segment,Mid-tier Savings Booster,6250.24,0.0,0.0,0.0,5622.47
13490,9152,2023-12-09,Loan Payment,1382.896015654415,Checking Account,Gold,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,0.0,187.09,591,9479.13,High Income Segment,Premium Investment Services,1382.9,0.0,0.0,187.09,9479.13
13491,8973,2024-09-10,Fee,3650.075180228116,Savings Account,Platinum,Seville,37.3891,-5.9845,Online,EUR,0.0,0.0,0.0,781,7151.36,High Income Segment,Premium Investment Services,3650.08,0.0,0.0,0.0,7151.36
13492,1037,2025-04-12,Card Payment,4346.777934297311,Savings Account,Gold,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,0.0,0.0,615,5997.99,Middle Income Segment,Mid-tier Savings Booster,4346.78,0.0,0.0,0.0,5997.99
13493,6990,2025-05-13,Deposit,457.0698857181311,Credit Card,Gold,Seville,37.3891,-5.9845,Online,EUR,22.25,0.0,0.0,350,1489.41,Low Income Segment,Financial Literacy Program Access,457.07,22.25,0.0,0.0,1489.41
13494,6438,2023-12-27,Transfer,3526.505887972176,Savings Account,Student,Bilbao,43.263,-2.935,ATM,EUR,0.0,0.0,0.0,357,6756.78,Middle Income Segment,Mid-tier Savings Booster,3526.51,0.0,0.0,0.0,6756.78
13495,8677,2024-07-28,Loan Payment,6324.474316518665,Credit Card,Student,Murcia,37.9847,-1.1287,Online,EUR,0.56,0.0,172.31,817,5839.32,Middle Income Segment,Gold Card with Travel Benefits,6324.47,0.56,0.0,172.31,5839.32
13496,1473,2023-03-04,Loan Payment,6106.028773970289,Credit Card,Gold,Zaragoza,41.6488,-0.8891,Online,EUR,38.96,0.0,151.78,413,5362.66,Middle Income Segment,Gold Card with Travel Benefits,6106.03,38.96,0.0,151.78,5362.66
13497,1058,2024-10-24,Loan Payment,3676.038616112448,Loan,Student,Valencia,39.4699,-0.3763,ATM,EUR,0.0,90.78,53.49,374,9959.47,High Income Segment,Premium Investment Services,3676.04,0.0,90.78,53.49,9959.47
13498,3636,2024-05-26,Fee,363.2575926359535,Checking Account,Student,Bilbao,43.263,-2.935,Mobile,EUR,0.0,0.0,0.0,723,1030.65,Low Income Segment,Financial Literacy Program Access,363.26,0.0,0.0,0.0,1030.65
13499,3614,2024-11-18,Transfer,495.7536357620538,Savings Account,Platinum,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,0.0,0.0,846,9905.76,High Income Segment,Premium Investment Services,495.75,0.0,0.0,0.0,9905.76
13500,8296,2024-07-19,Deposit,2676.571672145366,Credit Card,Business,Murcia,37.9847,-1.1287,Mobile,USD,24.09,0.0,0.0,804,8110.93,High Income Segment,Exclusive Platinum Package,2307.39,20.77,0.0,0.0,6992.18
13501,5999,2024-10-01,Deposit,3172.047270471373,Checking Account,Student,Malaga,36.7213,-4.4214,Branch,EUR,0.0,0.0,0.0,351,6331.76,Middle Income Segment,Mid-tier Savings Booster,3172.05,0.0,0.0,0.0,6331.76
13502,9276,2024-04-24,Fee,4579.934977365143,Savings Account,Business,Murcia,37.9847,-1.1287,Branch,EUR,0.0,0.0,0.0,341,7241.56,High Income Segment,Premium Investment Services,4579.93,0.0,0.0,0.0,7241.56
13503,4797,2023-07-05,Card Payment,5336.815796876886,Checking Account,Standard,Barcelona,41.3874,2.1686,ATM,EUR,0.0,0.0,0.0,765,7010.33,High Income Segment,Premium Investment Services,5336.82,0.0,0.0,0.0,7010.33
13504,3674,2024-08-16,Deposit,264.9947001621179,Credit Card,Gold,Barcelona,41.3874,2.1686,Branch,EUR,11.68,0.0,0.0,697,7117.84,High Income Segment,Exclusive Platinum Package,264.99,11.68,0.0,0.0,7117.84
13505,7436,2024-12-29,Deposit,7172.465957431613,Checking Account,Business,Murcia,37.9847,-1.1287,Online,EUR,0.0,0.0,0.0,375,8020.4,High Income Segment,Premium Investment Services,7172.47,0.0,0.0,0.0,8020.4
13506,4120,2024-10-21,Transfer,10737.32135390487,Mortgage,Business,Valencia,39.4699,-0.3763,Online,EUR,0.0,0.0,0.0,546,2860.66,Low Income Segment,Financial Literacy Program Access,10737.32,0.0,0.0,0.0,2860.66
13507,3076,2024-03-29,Fee,3844.99864834554,Checking Account,Standard,Barcelona,41.3874,2.1686,Branch,EUR,0.0,0.0,0.0,472,2486.65,Low Income Segment,Financial Literacy Program Access,3845.0,0.0,0.0,0.0,2486.65
13508,4190,2025-05-02,Fee,6906.882572534188,Mortgage,Gold,Barcelona,41.3874,2.1686,Online,EUR,0.0,0.0,0.0,457,7950.48,High Income Segment,Exclusive Platinum Package,6906.88,0.0,0.0,0.0,7950.48
13509,5787,2024-01-21,Loan Payment,4655.110079435512,Savings Account,Gold,Madrid,40.4168,-3.7038,ATM,EUR,0.0,0.0,94.28,577,4925.17,Middle Income Segment,Mid-tier Savings Booster,4655.11,0.0,0.0,94.28,4925.17
13510,7056,2023-06-13,Deposit,5384.189157752809,Credit Card,Gold,Bilbao,43.263,-2.935,Branch,EUR,19.28,0.0,0.0,611,7185.59,High Income Segment,Exclusive Platinum Package,5384.19,19.28,0.0,0.0,7185.59
13511,8494,2023-06-21,Withdrawal,3924.482690972584,Checking Account,Student,Malaga,36.7213,-4.4214,ATM,EUR,0.0,0.0,0.0,618,1972.72,Low Income Segment,Financial Literacy Program Access,3924.48,0.0,0.0,0.0,1972.72
13512,4577,2024-08-13,Card Payment,6042.206458311192,Checking Account,Platinum,Barcelona,41.3874,2.1686,Branch,EUR,0.0,0.0,0.0,463,8773.48,High Income Segment,Premium Investment Services,6042.21,0.0,0.0,0.0,8773.48
13513,5741,2025-03-20,Transfer,4628.235792419479,Checking Account,Platinum,Madrid,40.4168,-3.7038,Branch,EUR,0.0,0.0,0.0,521,8146.17,High Income Segment,Premium Investment Services,4628.24,0.0,0.0,0.0,8146.17
13514,7832,2023-06-25,Transfer,2441.527281000538,Credit Card,Student,Malaga,36.7213,-4.4214,Branch,EUR,6.34,0.0,0.0,849,4910.78,Middle Income Segment,Gold Card with Travel Benefits,2441.53,6.34,0.0,0.0,4910.78
13515,3581,2024-07-25,Card Payment,7789.171048690564,Checking Account,Gold,Bilbao,43.263,-2.935,Online,EUR,0.0,0.0,0.0,659,3518.07,Middle Income Segment,Mid-tier Savings Booster,7789.17,0.0,0.0,0.0,3518.07
13516,4787,2024-01-16,Card Payment,1404.134832307546,Savings Account,Standard,Madrid,40.4168,-3.7038,Branch,EUR,0.0,0.0,0.0,713,3118.99,Middle Income Segment,Mid-tier Savings Booster,1404.13,0.0,0.0,0.0,3118.99
13517,9707,2024-04-20,Withdrawal,3409.056949391529,Savings Account,Student,Murcia,37.9847,-1.1287,ATM,EUR,0.0,0.0,0.0,491,9338.39,High Income Segment,Premium Investment Services,3409.06,0.0,0.0,0.0,9338.39
13518,8103,2024-03-02,Loan Payment,2445.378083046281,Savings Account,Student,Madrid,40.4168,-3.7038,Mobile,EUR,0.0,0.0,12.72,378,9189.65,High Income Segment,Premium Investment Services,2445.38,0.0,0.0,12.72,9189.65
13519,1932,2023-12-31,Withdrawal,612.0952242889799,Savings Account,Business,Seville,37.3891,-5.9845,ATM,USD,0.0,0.0,0.0,520,3285.1,Middle Income Segment,Mid-tier Savings Booster,527.67,0.0,0.0,0.0,2831.98
13520,2663,2023-04-23,Card Payment,11907.58235113527,Loan,Student,Zaragoza,41.6488,-0.8891,Mobile,EUR,0.0,31.02,0.0,618,3453.89,Middle Income Segment,Personal Loan Cashback Offer,11907.58,0.0,31.02,0.0,3453.89
13521,9748,2025-05-19,Card Payment,4176.804714633477,Loan,Gold,Murcia,37.9847,-1.1287,Branch,EUR,0.0,41.62,0.0,363,5244.68,Middle Income Segment,Personal Loan Cashback Offer,4176.8,0.0,41.62,0.0,5244.68
13522,8914,2024-09-24,Withdrawal,3278.953294205977,Savings Account,Student,Valencia,39.4699,-0.3763,ATM,EUR,0.0,0.0,0.0,640,4551.64,Middle Income Segment,Mid-tier Savings Booster,3278.95,0.0,0.0,0.0,4551.64
13523,5852,2025-03-29,Loan Payment,5754.611934998325,Checking Account,Platinum,Madrid,40.4168,-3.7038,Mobile,EUR,0.0,0.0,158.58,428,9056.46,High Income Segment,Premium Investment Services,5754.61,0.0,0.0,158.58,9056.46
13524,2104,2023-04-23,Withdrawal,1971.886173814654,Savings Account,Platinum,Barcelona,41.3874,2.1686,ATM,EUR,0.0,0.0,0.0,409,5356.63,Middle Income Segment,Mid-tier Savings Booster,1971.89,0.0,0.0,0.0,5356.63
13525,2270,2024-07-21,Loan Payment,3246.604774069149,Loan,Student,Valencia,39.4699,-0.3763,Branch,EUR,0.0,95.36,45.72,486,8919.19,High Income Segment,Premium Investment Services,3246.6,0.0,95.36,45.72,8919.19
13526,4646,2024-08-27,Card Payment,743.0474424113562,Loan,Standard,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,20.55,0.0,798,5254.16,Middle Income Segment,Personal Loan Cashback Offer,743.05,0.0,20.55,0.0,5254.16
13527,6087,2023-08-16,Card Payment,9308.002421577346,Credit Card,Business,Madrid,40.4168,-3.7038,ATM,EUR,40.43,0.0,0.0,718,3651.79,Middle Income Segment,Gold Card with Travel Benefits,9308.0,40.43,0.0,0.0,3651.79
13528,5723,2024-12-20,Card Payment,5697.591460568932,Credit Card,Student,Zaragoza,41.6488,-0.8891,Branch,EUR,23.7,0.0,0.0,416,2570.3,Low Income Segment,Financial Literacy Program Access,5697.59,23.7,0.0,0.0,2570.3
13529,3054,2025-04-05,Deposit,5588.719310368897,Checking Account,Gold,Barcelona,41.3874,2.1686,Branch,EUR,0.0,0.0,0.0,484,4638.19,Middle Income Segment,Mid-tier Savings Booster,5588.72,0.0,0.0,0.0,4638.19
13530,7658,2023-07-29,Loan Payment,4591.171096493259,Credit Card,Standard,Barcelona,41.3874,2.1686,ATM,EUR,17.43,0.0,122.34,432,6179.53,Middle Income Segment,Gold Card with Travel Benefits,4591.17,17.43,0.0,122.34,6179.53
13531,2842,2025-02-15,Card Payment,3486.206185948257,Mortgage,Gold,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,0.0,0.0,398,8953.56,High Income Segment,Exclusive Platinum Package,3486.21,0.0,0.0,0.0,8953.56
13532,3802,2024-09-23,Fee,14831.6226220667,Mortgage,Gold,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,0.0,0.0,769,4748.43,Middle Income Segment,Mid-tier Savings Booster,14831.62,0.0,0.0,0.0,4748.43
13533,8735,2023-05-11,Fee,9462.703299244706,Credit Card,Business,Madrid,40.4168,-3.7038,Branch,EUR,42.29,0.0,0.0,415,7305.28,High Income Segment,Exclusive Platinum Package,9462.7,42.29,0.0,0.0,7305.28
13534,9201,2023-08-21,Withdrawal,12815.9182457289,Mortgage,Business,Madrid,40.4168,-3.7038,Online,EUR,0.0,0.0,0.0,576,4774.96,Middle Income Segment,Mid-tier Savings Booster,12815.92,0.0,0.0,0.0,4774.96
13535,9313,2024-11-20,Fee,11376.07322963097,Loan,Platinum,Madrid,40.4168,-3.7038,Mobile,EUR,0.0,18.91,0.0,826,1339.67,Low Income Segment,Financial Literacy Program Access,11376.07,0.0,18.91,0.0,1339.67
13536,7105,2024-06-03,Loan Payment,2870.460837902423,Savings Account,Gold,Bilbao,43.263,-2.935,Branch,EUR,0.0,0.0,36.13,838,8945.61,High Income Segment,Premium Investment Services,2870.46,0.0,0.0,36.13,8945.61
13537,3560,2024-10-17,Deposit,1837.702282845573,Savings Account,Student,Madrid,40.4168,-3.7038,Mobile,EUR,0.0,0.0,0.0,631,1319.09,Low Income Segment,No-Fee Basic Account,1837.7,0.0,0.0,0.0,1319.09
13538,4037,2025-03-27,Loan Payment,5122.722780573498,Mortgage,Gold,Valencia,39.4699,-0.3763,Branch,USD,0.0,0.0,51.34,704,1915.78,Low Income Segment,Financial Literacy Program Access,4416.14,0.0,0.0,44.26,1651.53
13539,9632,2023-10-01,Transfer,11594.32882656144,Loan,Platinum,Seville,37.3891,-5.9845,Online,EUR,0.0,23.51,0.0,655,8009.92,High Income Segment,Premium Investment Services,11594.33,0.0,23.51,0.0,8009.92
13540,3749,2023-06-13,Withdrawal,11906.17929717844,Loan,Gold,Madrid,40.4168,-3.7038,Online,EUR,0.0,17.21,0.0,458,1699.09,Low Income Segment,Financial Literacy Program Access,11906.18,0.0,17.21,0.0,1699.09
13541,1590,2023-02-23,Card Payment,4313.979128093205,Credit Card,Business,Madrid,40.4168,-3.7038,Mobile,EUR,6.96,0.0,0.0,496,7936.06,High Income Segment,Exclusive Platinum Package,4313.98,6.96,0.0,0.0,7936.06
13542,2368,2024-06-10,Deposit,7542.755989879985,Loan,Platinum,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,90.44,0.0,665,7138.44,High Income Segment,Premium Investment Services,7542.76,0.0,90.44,0.0,7138.44
13543,2361,2024-09-08,Withdrawal,10000.96860427813,Loan,Standard,Murcia,37.9847,-1.1287,Online,EUR,0.0,35.43,0.0,644,9781.64,High Income Segment,Premium Investment Services,10000.97,0.0,35.43,0.0,9781.64
13544,9128,2024-02-15,Transfer,8726.325125515601,Loan,Gold,Bilbao,43.263,-2.935,ATM,EUR,0.0,39.29,0.0,374,4326.89,Middle Income Segment,Personal Loan Cashback Offer,8726.33,0.0,39.29,0.0,4326.89
13545,4773,2023-10-18,Fee,4338.662355299998,Savings Account,Gold,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,0.0,365,1054.59,Low Income Segment,No-Fee Basic Account,4338.66,0.0,0.0,0.0,1054.59
13546,3064,2023-03-04,Transfer,9074.40212070072,Mortgage,Business,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,0.0,0.0,347,3640.46,Middle Income Segment,Mid-tier Savings Booster,9074.4,0.0,0.0,0.0,3640.46
13547,3415,2023-08-23,Fee,5701.503976443169,Credit Card,Standard,Malaga,36.7213,-4.4214,Mobile,EUR,16.76,0.0,0.0,726,1876.71,Low Income Segment,Financial Literacy Program Access,5701.5,16.76,0.0,0.0,1876.71
13548,3951,2023-07-16,Withdrawal,3681.726344106083,Credit Card,Gold,Barcelona,41.3874,2.1686,Branch,EUR,31.05,0.0,0.0,575,9004.52,High Income Segment,Exclusive Platinum Package,3681.73,31.05,0.0,0.0,9004.52
13549,6616,2025-05-04,Withdrawal,725.820601119517,Credit Card,Gold,Madrid,40.4168,-3.7038,ATM,EUR,29.91,0.0,0.0,414,5983.44,Middle Income Segment,Gold Card with Travel Benefits,725.82,29.91,0.0,0.0,5983.44
13550,8975,2025-01-09,Card Payment,440.4802428994313,Checking Account,Standard,Malaga,36.7213,-4.4214,ATM,EUR,0.0,0.0,0.0,428,4847.28,Middle Income Segment,Mid-tier Savings Booster,440.48,0.0,0.0,0.0,4847.28
13551,8101,2025-03-22,Card Payment,2273.71119892945,Mortgage,Business,Barcelona,41.3874,2.1686,Branch,EUR,0.0,0.0,0.0,307,2927.75,Low Income Segment,Financial Literacy Program Access,2273.71,0.0,0.0,0.0,2927.75
13552,6003,2024-02-23,Withdrawal,292.8741369558597,Savings Account,Student,Seville,37.3891,-5.9845,Online,EUR,0.0,0.0,0.0,597,6657.85,Middle Income Segment,Mid-tier Savings Booster,292.87,0.0,0.0,0.0,6657.85
13553,9306,2025-03-05,Card Payment,7980.525308471247,Mortgage,Standard,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,0.0,0.0,479,1462.0,Low Income Segment,Financial Literacy Program Access,7980.53,0.0,0.0,0.0,1462.0
13554,7243,2023-04-09,Loan Payment,3953.342977385347,Credit Card,Business,Murcia,37.9847,-1.1287,Online,EUR,7.8,0.0,182.8,635,3808.66,Middle Income Segment,Gold Card with Travel Benefits,3953.34,7.8,0.0,182.8,3808.66
13555,7581,2023-11-29,Deposit,135.9197369992374,Savings Account,Gold,Malaga,36.7213,-4.4214,Online,USD,0.0,0.0,0.0,629,4202.04,Middle Income Segment,Mid-tier Savings Booster,117.17,0.0,0.0,0.0,3622.45
13556,9330,2024-02-28,Loan Payment,340.7907164654708,Mortgage,Standard,Madrid,40.4168,-3.7038,ATM,EUR,0.0,0.0,12.6,339,7277.3,High Income Segment,Exclusive Platinum Package,340.79,0.0,0.0,12.6,7277.3
13557,5923,2023-09-06,Transfer,6499.901991348307,Loan,Business,Murcia,37.9847,-1.1287,Mobile,USD,0.0,30.09,0.0,825,7354.91,High Income Segment,Premium Investment Services,5603.36,0.0,25.94,0.0,6340.44
13558,7467,2023-04-13,Deposit,8188.453537234611,Mortgage,Gold,Murcia,37.9847,-1.1287,ATM,EUR,0.0,0.0,0.0,431,3937.21,Middle Income Segment,Mid-tier Savings Booster,8188.45,0.0,0.0,0.0,3937.21
13559,5941,2025-03-04,Withdrawal,474.902723369921,Loan,Platinum,Zaragoza,41.6488,-0.8891,Online,EUR,0.0,81.67,0.0,545,9021.28,High Income Segment,Premium Investment Services,474.9,0.0,81.67,0.0,9021.28
13560,7437,2024-03-28,Withdrawal,6556.574539468129,Credit Card,Business,Seville,37.3891,-5.9845,Online,EUR,44.22,0.0,0.0,520,9420.08,High Income Segment,Exclusive Platinum Package,6556.57,44.22,0.0,0.0,9420.08
